time,aqi_us,pm2_5,temperature_c,humidity,pressure_hpa,wind_speed_ms,city
2025-07-04 13:00:00,78,25.4,26.7,35,852.2,3.0,Kigali
2025-07-04 14:00:00,78,25.6,26.2,34,851.7,2.15,Kigali
2025-07-04 15:00:00,79,25.8,25.8,34,851.5,0.71,Kigali
2025-07-04 16:00:00,80,28.2,24.3,39,851.2,1.12,Kigali
2025-07-04 17:00:00,80,35.7,23.2,42,850.9,1.43,Kigali
2025-07-04 18:00:00,81,43.4,22.3,45,851.1,1.21,Kigali
2025-07-04 19:00:00,83,48.5,20.7,52,850.9,1.39,Kigali
2025-07-04 20:00:00,84,53.2,19.3,59,850.8,1.22,Kigali
2025-07-04 21:00:00,85,55.6,17.8,67,850.5,1.47,Kigali
2025-07-04 22:00:00,87,54.1,17.0,72,849.9,1.46,Kigali
2025-07-04 23:00:00,89,52.9,16.1,76,849.4,2.19,Kigali
2025-07-05 00:00:00,91,58.0,15.7,78,849.0,2.2,Kigali
2025-07-05 01:00:00,94,54.8,17.5,65,849.9,1.19,Kigali
2025-07-05 02:00:00,97,53.2,16.9,67,849.6,0.92,Kigali
2025-07-05 03:00:00,99,51.5,16.4,69,849.6,1.39,Kigali
2025-07-05 04:00:00,101,49.8,16.2,70,849.6,1.57,Kigali
2025-07-05 05:00:00,103,52.3,17.1,67,850.5,1.69,Kigali
2025-07-05 06:00:00,105,41.4,21.1,54,853.1,0.62,Kigali
2025-07-05 07:00:00,107,29.3,23.5,44,854.3,1.03,Kigali
2025-07-05 08:00:00,108,25.4,23.9,43,854.5,2.58,Kigali
2025-07-05 09:00:00,109,23.3,25.4,40,854.6,2.94,Kigali
2025-07-05 10:00:00,110,24.0,26.4,37,854.0,2.8,Kigali
2025-07-05 11:00:00,111,23.6,27.0,35,853.2,2.69,Kigali
2025-07-05 12:00:00,111,43.1,27.2,34,852.2,2.8,Kigali
2025-07-05 13:00:00,113,42.1,27.4,33,851.4,2.23,Kigali
2025-07-05 14:00:00,115,41.1,27.0,34,850.9,2.37,Kigali
2025-07-05 15:00:00,116,41.3,26.6,34,850.9,1.86,Kigali
2025-07-05 16:00:00,118,44.7,25.4,37,850.6,1.98,Kigali
2025-07-05 17:00:00,120,51.8,24.3,40,850.6,1.77,Kigali
2025-07-05 18:00:00,121,58.7,23.4,45,851.4,0.79,Kigali
2025-07-05 19:00:00,123,61.5,23.7,43,852.2,1.85,Kigali
2025-07-05 20:00:00,124,59.4,22.6,47,852.3,1.23,Kigali
2025-07-05 21:00:00,125,56.9,21.6,55,852.4,1.96,Kigali
2025-07-05 22:00:00,125,54.1,20.9,59,851.8,2.19,Kigali
2025-07-05 23:00:00,125,53.6,20.2,63,851.2,1.47,Kigali
2025-07-06 00:00:00,125,40.9,19.2,69,850.5,1.52,Kigali
2025-07-06 01:00:00,124,41.9,17.7,77,849.9,2.52,Kigali
2025-07-06 02:00:00,122,43.1,16.7,82,849.2,2.03,Kigali
2025-07-06 03:00:00,121,43.9,16.3,85,849.2,2.13,Kigali
2025-07-06 04:00:00,120,44.2,16.7,82,849.7,1.91,Kigali
2025-07-06 05:00:00,120,50.3,18.4,73,851.3,1.29,Kigali
2025-07-06 06:00:00,120,48.1,20.5,63,853.2,0.76,Kigali
2025-07-06 07:00:00,120,37.6,23.0,48,854.7,0.81,Kigali
2025-07-06 08:00:00,121,31.8,24.7,41,855.1,2.4,Kigali
2025-07-06 09:00:00,122,28.4,26.1,38,854.8,3.09,Kigali
2025-07-06 10:00:00,122,26.5,27.2,36,854.3,2.94,Kigali
2025-07-06 11:00:00,123,25.9,27.7,35,853.2,2.55,Kigali
2025-07-06 12:00:00,123,32.6,27.4,34,851.9,1.74,Kigali
2025-07-06 13:00:00,122,30.6,26.2,36,851.3,1.05,Kigali
2025-07-06 14:00:00,121,30.2,26.9,34,851.1,0.11,Kigali
2025-07-06 15:00:00,119,30.7,26.5,33,850.7,1.06,Kigali
2025-07-06 16:00:00,118,34.5,25.5,36,850.9,1.84,Kigali
2025-07-06 17:00:00,117,43.4,24.7,39,851.3,1.75,Kigali
2025-07-06 18:00:00,116,54.2,23.4,44,851.7,0.28,Kigali
2025-07-06 19:00:00,116,57.4,22.8,49,852.4,1.3,Kigali
2025-07-06 20:00:00,115,59.3,21.9,58,852.3,1.37,Kigali
2025-07-06 21:00:00,115,58.8,21.1,64,852.2,0.81,Kigali
2025-07-06 22:00:00,116,55.2,20.3,70,851.6,1.53,Kigali
2025-07-06 23:00:00,116,52.9,18.9,78,850.4,1.79,Kigali
2025-07-07 00:00:00,116,45.8,17.8,83,849.8,1.49,Kigali
2025-07-07 01:00:00,116,45.2,17.9,75,849.8,0.64,Kigali
2025-07-07 02:00:00,117,45.8,17.1,80,849.5,0.94,Kigali
2025-07-07 03:00:00,117,46.6,17.0,83,849.9,1.5,Kigali
2025-07-07 04:00:00,117,48.5,16.8,82,850.3,1.66,Kigali
2025-07-07 05:00:00,118,52.0,17.7,78,851.4,1.43,Kigali
2025-07-07 06:00:00,118,42.3,18.8,73,852.6,1.23,Kigali
2025-07-07 07:00:00,117,34.8,21.2,61,854.4,0.86,Kigali
2025-07-07 08:00:00,117,34.5,23.5,50,855.0,2.02,Kigali
2025-07-07 09:00:00,117,33.9,24.1,46,854.5,2.06,Kigali
2025-07-07 10:00:00,118,32.6,25.5,41,853.9,1.87,Kigali
2025-07-07 11:00:00,118,29.9,26.9,37,853.4,2.13,Kigali
2025-07-07 12:00:00,119,31.1,27.0,37,852.4,2.43,Kigali
2025-07-07 13:00:00,119,31.3,26.9,38,851.8,2.44,Kigali
2025-07-07 14:00:00,119,29.2,26.6,38,851.4,1.92,Kigali
2025-07-07 15:00:00,119,31.0,25.9,39,851.3,2.06,Kigali
2025-07-07 16:00:00,119,37.1,24.6,43,851.3,2.57,Kigali
2025-07-07 17:00:00,119,42.8,22.8,51,851.5,2.31,Kigali
2025-07-07 18:00:00,119,46.2,22.0,56,852.1,1.58,Kigali
2025-07-07 19:00:00,118,55.8,20.6,64,852.3,2.61,Kigali
2025-07-07 20:00:00,118,56.9,19.9,69,852.4,1.94,Kigali
2025-07-07 21:00:00,118,58.1,18.7,77,851.3,2.26,Kigali
2025-07-07 22:00:00,117,54.9,18.0,81,851.0,1.79,Kigali
2025-07-07 23:00:00,117,51.6,17.5,82,850.7,1.65,Kigali
2025-07-08 00:00:00,117,50.2,17.0,83,850.1,1.86,Kigali
2025-07-08 01:00:00,118,50.1,17.2,87,850.2,1.5,Kigali
2025-07-08 02:00:00,118,50.4,16.5,88,849.9,2.02,Kigali
2025-07-08 03:00:00,119,50.4,17.1,82,850.4,1.79,Kigali
2025-07-08 04:00:00,119,51.6,17.2,80,850.9,1.5,Kigali
2025-07-08 05:00:00,119,57.3,17.9,77,851.8,1.28,Kigali
2025-07-08 06:00:00,120,42.5,20.6,66,854.1,0.28,Kigali
2025-07-08 07:00:00,120,24.4,22.5,55,855.2,2.11,Kigali
2025-07-08 08:00:00,119,17.8,23.7,48,855.6,2.64,Kigali
2025-07-08 09:00:00,117,15.6,24.8,44,855.2,3.15,Kigali
2025-07-08 10:00:00,115,14.8,25.4,41,854.5,3.62,Kigali
2025-07-08 11:00:00,113,14.4,26.5,36,853.6,2.66,Kigali
2025-07-08 12:00:00,112,36.1,28.1,32,852.8,3.36,Kigali
2025-07-08 13:00:00,112,38.0,27.4,34,852.1,3.04,Kigali
2025-07-08 14:00:00,113,34.1,26.1,37,851.5,3.58,Kigali
2025-07-08 15:00:00,114,31.5,25.6,37,851.5,3.3,Kigali
2025-07-08 16:00:00,114,30.2,24.2,43,851.6,2.55,Kigali
2025-07-08 17:00:00,113,31.1,23.2,48,851.6,1.95,Kigali
2025-07-08 18:00:00,112,30.3,22.4,52,852.3,1.77,Kigali
2025-07-08 19:00:00,110,27.5,21.3,55,853.1,1.84,Kigali
2025-07-08 20:00:00,107,26.1,20.6,62,853.3,1.17,Kigali
2025-07-08 21:00:00,104,25.7,20.2,64,853.2,0.96,Kigali
2025-07-08 22:00:00,100,25.2,19.1,66,852.5,0.9,Kigali
2025-07-08 23:00:00,98,26.0,18.7,67,852.1,0.74,Kigali
2025-07-09 00:00:00,96,26.3,18.6,70,851.7,0.75,Kigali
2025-07-09 01:00:00,93,27.6,19.0,65,851.3,1.12,Kigali
2025-07-09 02:00:00,91,28.3,18.8,69,851.4,0.82,Kigali
2025-07-09 03:00:00,89,28.8,18.5,70,851.8,0.9,Kigali
2025-07-09 04:00:00,88,29.5,18.5,65,852.5,1.93,Kigali
2025-07-09 05:00:00,86,30.4,18.6,63,853.5,2.28,Kigali
2025-07-09 06:00:00,83,25.4,19.3,60,855.0,1.94,Kigali
2025-07-09 07:00:00,82,20.4,20.3,51,855.7,4.31,Kigali
2025-07-09 08:00:00,81,16.5,20.6,49,856.0,4.13,Kigali
2025-07-09 09:00:00,81,15.2,22.6,43,856.3,3.45,Kigali
2025-07-09 10:00:00,81,15.3,22.9,41,855.3,3.24,Kigali
2025-07-09 11:00:00,81,15.2,24.3,38,854.4,2.89,Kigali
2025-07-09 12:00:00,81,26.0,25.1,36,853.4,3.07,Kigali
2025-07-09 13:00:00,80,24.5,22.8,43,852.7,2.3,Kigali
2025-07-09 14:00:00,79,23.5,23.0,42,852.4,2.44,Kigali
2025-07-09 15:00:00,78,23.0,22.9,42,852.5,2.29,Kigali
2025-07-09 16:00:00,77,24.4,21.9,49,852.5,1.38,Kigali
2025-07-09 17:00:00,77,30.5,20.4,63,852.2,0.86,Kigali
2025-07-09 18:00:00,77,37.1,20.0,58,852.7,1.46,Kigali
2025-07-09 19:00:00,78,42.6,19.5,59,853.2,1.35,Kigali
2025-07-09 20:00:00,79,45.6,18.6,62,853.3,1.28,Kigali
2025-07-09 21:00:00,81,40.5,19.0,57,853.6,1.69,Kigali
2025-07-09 22:00:00,82,32.6,18.4,61,852.9,1.25,Kigali
2025-07-09 23:00:00,83,29.1,17.2,67,852.1,0.39,Kigali
2025-07-10 00:00:00,83,27.0,16.5,67,851.3,0.76,Kigali
2025-07-10 01:00:00,83,28.1,16.2,69,851.1,1.26,Kigali
2025-07-10 02:00:00,83,28.6,16.5,70,851.2,1.29,Kigali
2025-07-10 03:00:00,83,29.3,16.3,72,851.3,1.2,Kigali
2025-07-10 04:00:00,83,31.3,16.5,76,851.8,0.6,Kigali
2025-07-10 05:00:00,83,37.4,16.6,74,853.0,1.6,Kigali
2025-07-10 06:00:00,84,27.7,18.0,62,854.7,1.41,Kigali
2025-07-10 07:00:00,84,18.6,20.0,49,855.7,2.43,Kigali
2025-07-10 08:00:00,84,14.3,20.7,41,855.8,3.19,Kigali
2025-07-10 09:00:00,84,11.7,22.7,37,855.9,3.27,Kigali
2025-07-10 10:00:00,83,10.4,22.1,39,854.8,3.39,Kigali
2025-07-10 11:00:00,83,10.2,23.5,36,854.1,1.95,Kigali
2025-07-10 12:00:00,82,20.7,23.9,35,853.0,2.2,Kigali
2025-07-10 13:00:00,82,21.1,23.5,38,852.9,1.39,Kigali
2025-07-10 14:00:00,82,21.4,23.5,38,852.5,1.2,Kigali
2025-07-10 15:00:00,81,21.0,23.0,40,852.2,1.21,Kigali
2025-07-10 16:00:00,81,21.4,21.9,61,851.9,0.43,Kigali
2025-07-10 17:00:00,81,24.8,20.6,62,851.5,0.4,Kigali
2025-07-10 18:00:00,81,30.9,19.5,60,851.6,0.91,Kigali
2025-07-10 19:00:00,80,37.4,17.5,69,851.6,1.99,Kigali
2025-07-10 20:00:00,80,42.5,16.1,73,851.2,1.79,Kigali
2025-07-10 21:00:00,79,44.5,15.8,75,851.2,1.3,Kigali
2025-07-10 22:00:00,80,40.2,15.0,78,850.7,1.61,Kigali
2025-07-10 23:00:00,80,34.2,15.2,77,850.4,1.41,Kigali
2025-07-11 00:00:00,81,38.2,14.6,80,849.8,1.37,Kigali
2025-07-11 01:00:00,82,35.3,15.2,73,849.5,1.09,Kigali
2025-07-11 02:00:00,82,34.1,14.6,75,849.3,1.17,Kigali
2025-07-11 03:00:00,83,31.7,14.4,74,849.5,1.65,Kigali
2025-07-11 04:00:00,83,28.3,14.7,71,850.3,1.5,Kigali
2025-07-11 05:00:00,83,30.9,15.9,66,851.5,1.32,Kigali
2025-07-11 06:00:00,82,32.9,18.3,56,853.4,0.51,Kigali
2025-07-11 07:00:00,83,30.2,20.2,49,854.7,1.14,Kigali
2025-07-11 08:00:00,84,27.2,21.4,45,855.1,2.0,Kigali
2025-07-11 09:00:00,85,26.8,23.3,39,855.3,2.89,Kigali
2025-07-11 10:00:00,86,25.8,24.1,37,854.3,2.7,Kigali
2025-07-11 11:00:00,88,24.8,25.9,33,853.6,2.11,Kigali
2025-07-11 12:00:00,89,19.9,26.4,31,852.6,2.11,Kigali
2025-07-11 13:00:00,89,18.9,26.0,34,852.0,1.37,Kigali
2025-07-11 14:00:00,89,18.5,26.0,34,851.5,1.81,Kigali
2025-07-11 15:00:00,88,19.4,25.2,35,851.2,2.09,Kigali
2025-07-11 16:00:00,88,20.9,23.9,40,851.0,2.28,Kigali
2025-07-11 17:00:00,88,24.9,23.1,43,850.9,1.81,Kigali
2025-07-11 18:00:00,88,30.3,22.4,56,851.2,0.7,Kigali
2025-07-11 19:00:00,88,35.3,22.4,48,852.1,1.06,Kigali
2025-07-11 20:00:00,88,38.0,21.8,56,852.5,0.68,Kigali
2025-07-11 21:00:00,88,36.0,21.2,53,852.8,1.64,Kigali
2025-07-11 22:00:00,87,31.4,20.8,55,852.7,1.14,Kigali
2025-07-11 23:00:00,86,28.6,20.0,63,851.8,0.83,Kigali
2025-07-12 00:00:00,85,26.5,19.6,65,851.3,0.54,Kigali
2025-07-12 01:00:00,84,26.7,17.2,79,850.3,0.7,Kigali
2025-07-12 02:00:00,84,28.2,16.2,83,849.8,0.81,Kigali
2025-07-12 03:00:00,83,31.2,16.2,83,849.9,1.21,Kigali
2025-07-12 04:00:00,83,34.1,16.1,81,850.2,1.5,Kigali
2025-07-12 05:00:00,84,37.8,17.3,73,851.4,1.6,Kigali
2025-07-12 06:00:00,84,30.2,20.0,61,853.3,0.92,Kigali
2025-07-12 07:00:00,84,17.2,22.4,47,854.6,0.92,Kigali
2025-07-12 08:00:00,83,13.8,24.1,41,855.2,1.2,Kigali
2025-07-12 09:00:00,82,12.0,25.7,36,855.1,2.24,Kigali
2025-07-12 10:00:00,80,12.6,26.2,35,854.3,2.26,Kigali
2025-07-12 11:00:00,79,13.4,27.0,33,853.6,2.45,Kigali
2025-07-12 12:00:00,78,23.1,27.6,32,852.8,2.53,Kigali
2025-07-12 13:00:00,78,24.9,27.3,31,852.3,2.19,Kigali
2025-07-12 14:00:00,79,24.3,26.6,32,851.8,2.39,Kigali
2025-07-12 15:00:00,80,26.1,25.8,33,851.7,2.03,Kigali
2025-07-12 16:00:00,80,30.3,24.2,38,851.0,1.05,Kigali
2025-07-12 17:00:00,81,37.3,22.9,43,850.7,1.06,Kigali
2025-07-12 18:00:00,82,45.9,22.1,53,851.0,0.39,Kigali
2025-07-12 19:00:00,83,52.3,22.1,52,852.2,0.43,Kigali
2025-07-12 20:00:00,85,54.6,21.3,51,852.8,1.04,Kigali
2025-07-12 21:00:00,86,54.2,20.5,57,853.1,0.63,Kigali
2025-07-12 22:00:00,88,49.2,19.5,61,852.6,1.03,Kigali
2025-07-12 23:00:00,90,45.6,18.5,67,851.7,1.84,Kigali
2025-07-13 00:00:00,91,45.8,17.8,70,851.1,1.91,Kigali
2025-07-13 01:00:00,93,42.0,18.4,68,851.5,1.95,Kigali
2025-07-13 02:00:00,94,41.0,16.9,77,851.3,3.3,Kigali
2025-07-13 03:00:00,95,40.0,16.4,80,851.2,2.17,Kigali
2025-07-13 04:00:00,96,39.6,15.7,85,851.1,1.85,Kigali
2025-07-13 05:00:00,97,42.6,16.8,81,852.0,1.8,Kigali
2025-07-13 06:00:00,97,41.7,20.4,65,854.4,1.01,Kigali
2025-07-13 07:00:00,98,28.1,22.8,53,855.6,0.45,Kigali
2025-07-13 08:00:00,99,25.0,23.9,46,855.8,2.79,Kigali
2025-07-13 09:00:00,100,23.3,24.8,44,855.8,3.45,Kigali
2025-07-13 10:00:00,101,23.1,26.1,40,855.6,3.32,Kigali
2025-07-13 11:00:00,102,22.5,26.9,36,854.5,3.05,Kigali
2025-07-13 12:00:00,103,50.8,27.4,34,853.4,2.76,Kigali
2025-07-13 13:00:00,106,50.1,27.1,36,853.5,1.78,Kigali
2025-07-13 14:00:00,109,54.1,26.7,35,852.9,2.8,Kigali
2025-07-13 15:00:00,112,55.9,24.9,39,852.7,3.29,Kigali
2025-07-13 16:00:00,115,57.5,24.1,41,852.4,1.83,Kigali
2025-07-13 17:00:00,118,67.3,23.3,54,852.4,0.22,Kigali
2025-07-13 18:00:00,121,75.2,22.7,48,853.4,1.91,Kigali
2025-07-13 19:00:00,124,78.9,21.7,56,854.3,1.82,Kigali
2025-07-13 20:00:00,127,80.1,21.2,59,854.7,2.05,Kigali
2025-07-13 21:00:00,129,81.3,20.4,65,854.5,1.91,Kigali
2025-07-13 22:00:00,132,79.4,19.7,69,854.2,1.95,Kigali
2025-07-13 23:00:00,135,78.9,19.3,72,853.4,1.38,Kigali
2025-07-14 00:00:00,139,68.9,19.1,74,853.0,1.42,Kigali
2025-07-14 01:00:00,141,67.5,18.6,71,852.1,1.39,Kigali
2025-07-14 02:00:00,144,65.0,18.4,73,851.9,1.17,Kigali
2025-07-14 03:00:00,146,63.1,18.1,75,852.1,1.03,Kigali
2025-07-14 04:00:00,149,64.5,17.6,79,852.5,0.79,Kigali
2025-07-14 05:00:00,150,70.3,18.3,77,853.5,0.57,Kigali
2025-07-14 06:00:00,151,49.0,20.1,65,855.1,0.55,Kigali
2025-07-14 07:00:00,151,34.7,22.7,50,856.2,2.58,Kigali
2025-07-14 08:00:00,151,29.0,23.4,47,856.6,3.22,Kigali
2025-07-14 09:00:00,151,27.5,24.6,44,856.4,3.15,Kigali
2025-07-14 10:00:00,151,27.3,25.1,41,856.0,3.41,Kigali
2025-07-14 11:00:00,151,26.7,25.3,41,855.0,2.94,Kigali
2025-07-14 12:00:00,152,38.2,25.7,41,853.7,3.12,Kigali
2025-07-14 13:00:00,151,36.8,22.8,47,853.1,2.5,Kigali
2025-07-14 14:00:00,151,37.0,23.1,47,853.1,2.07,Kigali
2025-07-14 15:00:00,151,37.5,23.1,46,852.8,2.04,Kigali
2025-07-14 16:00:00,150,40.3,22.0,54,852.6,0.94,Kigali
2025-07-14 17:00:00,149,52.7,21.5,63,852.5,0.29,Kigali
2025-07-14 18:00:00,148,61.0,20.7,59,853.0,0.64,Kigali
2025-07-14 19:00:00,146,63.1,19.7,63,853.1,1.49,Kigali
2025-07-14 20:00:00,145,63.6,18.5,69,852.9,1.8,Kigali
2025-07-14 21:00:00,143,65.2,17.8,75,853.0,1.2,Kigali
2025-07-14 22:00:00,141,64.7,17.1,82,852.9,1.01,Kigali
2025-07-14 23:00:00,140,55.9,16.2,93,852.4,1.05,Kigali
2025-07-15 00:00:00,137,51.7,15.9,94,852.0,0.79,Kigali
2025-07-15 01:00:00,135,46.7,17.3,88,851.5,2.62,Kigali
2025-07-15 02:00:00,133,42.7,17.2,89,851.2,1.8,Kigali
2025-07-15 03:00:00,131,40.7,17.0,90,851.3,2.02,Kigali
2025-07-15 04:00:00,129,40.5,16.9,88,851.5,2.25,Kigali
2025-07-15 05:00:00,126,43.1,17.2,85,852.0,1.98,Kigali
2025-07-15 06:00:00,123,41.9,17.6,85,853.2,1.54,Kigali
2025-07-15 07:00:00,123,34.6,18.1,84,854.2,0.92,Kigali
2025-07-15 08:00:00,123,30.4,19.6,70,855.1,1.23,Kigali
2025-07-15 09:00:00,123,31.7,22.1,55,855.9,2.6,Kigali
2025-07-15 10:00:00,123,29.3,23.3,49,855.3,3.72,Kigali
2025-07-15 11:00:00,123,28.5,23.9,44,854.1,3.09,Kigali
2025-07-15 12:00:00,124,34.9,25.7,40,853.2,3.16,Kigali
2025-07-15 13:00:00,123,34.1,23.9,46,852.5,3.13,Kigali
2025-07-15 14:00:00,123,34.2,23.7,45,852.1,2.55,Kigali
2025-07-15 15:00:00,123,34.6,23.1,47,851.7,1.86,Kigali
2025-07-15 16:00:00,122,37.4,21.6,60,851.5,0.89,Kigali
2025-07-15 17:00:00,122,45.8,20.7,66,851.3,0.6,Kigali
2025-07-15 18:00:00,121,51.9,19.8,65,851.6,1.33,Kigali
2025-07-15 19:00:00,120,55.1,18.6,72,851.6,1.67,Kigali
2025-07-15 20:00:00,120,59.8,17.9,75,851.3,1.49,Kigali
2025-07-15 21:00:00,119,62.9,18.3,73,851.6,1.45,Kigali
2025-07-15 22:00:00,119,61.9,17.8,75,851.2,1.35,Kigali
2025-07-15 23:00:00,119,60.3,17.1,78,850.5,1.45,Kigali
2025-07-16 00:00:00,119,60.8,16.4,81,849.7,1.7,Kigali
2025-07-16 01:00:00,120,54.7,15.5,84,849.1,1.67,Kigali
2025-07-16 02:00:00,121,49.5,15.0,84,848.9,2.02,Kigali
2025-07-16 03:00:00,122,44.9,15.0,82,849.1,2.04,Kigali
2025-07-16 04:00:00,122,42.0,15.9,77,849.7,1.82,Kigali
2025-07-16 05:00:00,122,42.6,16.5,75,850.5,1.84,Kigali
